id;cím;szerző
DR-771;Találkozás és Veszteség;Robert Williams
DR-772;Veszteség és Szenvedély;Mihály Jackson
DR-773;Bocsánat és Bocsánat;Mária Martinez
DR-774;Választás és Idegen;Eszter Harris
DR-775;Titkok és Sors;David Davis
DR-776;Áldozat és Hazugság;Olivia Jones
DR-777;Árulás és Visszhang;William Kiss
DR-778;Ígéret és Család;Richard Thompson
DR-779;Bocsánat és Búcsú;András Johnson
DR-780;Titkok és Út;Joseph Szabó
DR-781;Búcsú és Remény;Amelia Molnár
DR-782;Család és Bocsánat;Eszter Garcia
DR-783;Igazság és Bűn;Ágnes Williams
DR-784;Remény és Remény;James Németh
DR-785;Igazság és Otthon;Gábor Martinez
DR-786;Idegen és Veszteség;Mihály Kiss
DR-787;Visszatérés és Választás;Péter Davis
DR-788;Árulás és Bűn;Joseph Smith
DR-789;Veszteség és Áldozat;Ágnes Taylor
DR-790;Hazugság és Bűn;Péter Varga
DR-791;Szerelem és Búcsú;Olivia Williams
DR-792;Áldozat és Gyász;Eszter Jackson
DR-793;Idegen és Visszhang;Éva Martinez
DR-794;Hallgatás és Otthon;László Miller
DR-795;Szenvedély és Szavak;Zsuzsanna Anderson
DR-796;Veszteség és Család;Amelia Brown
DR-797;Választás és Könnyek;Sophia Moore
DR-798;Választás és Hazugság;William Szabó
DR-799;Bocsánat és Család;Anna Kiss
DR-800;Emlékezet és Árulás;Ágnes Németh
DR-801;Út és Könnyek;István Szabó
DR-802;Hazugság és Hazugság;Péter Jones
DR-803;Szerelem és Visszatérés;Eszter Moore
DR-804;Veszteség és Szenvedély;Péter Thomas
DR-805;Út és Otthon;Anna Davis
DR-806;Út és Visszatérés;Éva Miller
DR-807;Találkozás és Szenvedély;Robert Szabó
DR-808;Búcsú és Igazság;Anna Davis
DR-809;Szavak és Emlékezet;Zsuzsanna Martinez
DR-810;Hazugság és Visszatérés;Ágnes Kiss
DR-811;Sors és Idegen;Mária Miller
DR-812;Könnyek és Bocsánat;Péter Kiss
DR-813;Idegen és Út;Zsuzsanna Johnson
DR-814;Remény és Ígéret;Ágnes Thomas
DR-815;Szerelem és Bocsánat;James Varga
DR-816;Árulás és Otthon;András Szabó
DR-817;Remény és Búcsú;Zsuzsanna Smith
DR-818;Bűn és Veszteség;James Tóth
DR-819;Visszhang és Választás;Péter Tóth
DR-820;Szerelem és Találkozás;David Kiss
DR-821;Otthon és Választás;William Moore
DR-822;Gyász és Áldozat;István Garcia
DR-823;Hazugság és Titkok;Judit Farkas
DR-824;Találkozás és Bocsánat;Richard Miller
DR-825;Otthon és Választás;Joseph Miller
DR-826;Visszhang és Bűn;Éva Molnár
DR-827;Visszatérés és Család;Richard Williams
DR-828;Emlékezet és Otthon;Amelia Varga
DR-829;Hazugság és Könnyek;William Thomas
DR-830;Remény és Bocsánat;Mihály Kovács
DR-831;Szavak és Titkok;Gábor Miller
DR-832;Bűn és Visszhang;Emma Williams
DR-833;Idegen és Otthon;Olivia Garcia
DR-834;Találkozás és Remény;Robert Martin
DR-835;Titkok és Otthon;Robert Kovács
DR-836;Ígéret és Sors;Zsuzsanna Brown
DR-837;Sors és Hallgatás;Anna Martinez
DR-838;Emlékezet és Szenvedély;Ava Davis
DR-839;Búcsú és Választás;Mária Nagy
DR-840;Hallgatás és Könnyek;Thomas Varga
DR-841;Idegen és Idegen;Judit Johnson
DR-842;Szavak és Búcsú;Sophia Miller
DR-843;Idegen és Remény;Zsuzsanna Harris
DR-844;Hallgatás és Igazság;Gábor Martin
DR-845;Út és Veszteség;István Taylor
DR-846;Szavak és Szerelem;Emma Johnson
DR-847;Idegen és Hallgatás;Ava Kiss
DR-848;Búcsú és Család;Judit Lee
DR-849;Könnyek és Bűn;Ava Lee
DR-850;Sors és Búcsú;Emma Davis
DR-851;Bocsánat és Áldozat;Éva Horváth
DR-852;Szerelem és Hallgatás;Thomas Kovács
DR-853;Gyász és Hallgatás;Éva Horváth
DR-854;Ígéret és Könnyek;Robert Moore
DR-855;Árulás és Visszhang;Gábor Németh
DR-856;Árulás és Áldozat;András Rodriguez
DR-857;Igazság és Bűn;Michael Nagy
DR-858;Veszteség és Választás;Isabella Jones
DR-859;Szavak és Választás;Richard Lee
DR-860;Búcsú és Titkok;Thomas Martin
DR-861;Búcsú és Sors;Sophia Kovács
DR-862;Ígéret és Hazugság;Éva Varga
DR-863;Gyász és Szerelem;Judit Molnár
DR-864;Búcsú és Bűn;Anna White
DR-865;Család és Búcsú;Eszter Martin
DR-866;Választás és Emlékezet;János Taylor
DR-867;Visszatérés és Sors;Ava Horváth
DR-868;Fájdalom és Áldozat;Mária White
DR-869;Árulás és Út;Zsuzsanna Martin
DR-870;Bocsánat és Választás;Joseph Szabó
DR-871;Találkozás és Bocsánat;János Brown
DR-872;Veszteség és Hallgatás;Joseph Nagy
DR-873;Igazság és Remény;William Martinez
DR-874;Hazugság és Titkok;Joseph Tóth
DR-875;Gyász és Gyász;András Rodriguez
DR-876;Találkozás és Idegen;Thomas Garcia
DR-877;Árulás és Igazság;János Lee
DR-878;Otthon és Igazság;Anna Lee
DR-879;Bűn és Út;László Smith
DR-880;Család és Visszhang;Gábor Smith
DR-881;Bűn és Idegen;Richard Taylor
DR-882;Bűn és Választás;Anna Anderson
DR-883;Bűn és Igazság;Ágnes Kovács
DR-884;Szenvedély és Gyász;James Williams
DR-885;Szenvedély és Fájdalom;Péter Jones
DR-886;Emlékezet és Fájdalom;William Martinez
DR-887;Visszatérés és Remény;David Farkas
DR-888;Idegen és Bocsánat;Mihály Rodriguez
DR-889;Választás és Búcsú;Katalin Thompson
DR-890;Szenvedély és Remény;Gábor Nagy
DR-891;Hazugság és Gyász;Éva Moore
DR-892;Könnyek és Választás;David Németh
DR-893;Hallgatás és Bocsánat;András Johnson
DR-894;Út és Áldozat;Sophia Williams
DR-895;Szenvedély és Bűn;Olivia Szabó
DR-896;Veszteség és Árulás;Gábor Jones
DR-897;Választás és Hazugság;Éva Johnson
DR-898;Hazugság és Út;James Horváth
DR-899;Gyász és Idegen;Anna White
DR-900;Könnyek és Bűn;Richard Thompson
DR-901;Könnyek és Búcsú;Ágnes Kiss
DR-902;Ígéret és Emlékezet;Zsuzsanna Horváth
DR-903;Sors és Bocsánat;Éva Nagy
DR-904;Könnyek és Sors;Éva Brown
DR-905;Szavak és Ígéret;Mihály Moore
DR-906;Remény és Titkok;Anna Kovács
DR-907;Találkozás és Ígéret;Mihály Tóth
DR-908;Találkozás és Könnyek;Thomas Moore
DR-909;Remény és Szerelem;Gábor Harris
DR-910;Gyász és Ígéret;Gábor Németh
DR-911;Gyász és Bocsánat;Judit Moore
DR-912;Hazugság és Otthon;Anna Thompson
DR-913;Fájdalom és Búcsú;Amelia Molnár
DR-914;Igazság és Bűn;William Kovács
DR-915;Visszhang és Választás;Ágnes Farkas
DR-916;Ígéret és Remény;Anna Garcia
DR-917;Út és Veszteség;István Miller
DR-918;Bűn és Találkozás;Sophia Miller
DR-919;Árulás és Szenvedély;Gábor Anderson
DR-920;Könnyek és Gyász;László Lee
DR-921;Ígéret és Bocsánat;Gábor Smith
DR-922;Igazság és Gyász;Anna Kovács
DR-923;Könnyek és Visszhang;Ava Miller
DR-924;Emlékezet és Áldozat;Joseph Nagy
DR-925;Idegen és Búcsú;William Jones
DR-926;Visszhang és Szerelem;Mihály Varga
DR-927;Választás és Emlékezet;Amelia Thompson
DR-928;Könnyek és Titkok;James Horváth
DR-929;Szerelem és Család;Ágnes Németh
DR-930;Bocsánat és Veszteség;Emma Tóth
DR-931;Könnyek és Választás;Zsuzsanna Kiss
DR-932;Visszhang és Bűn;Emma Davis
DR-933;Visszatérés és Könnyek;Anna Németh
DR-934;Szerelem és Bocsánat;Katalin Nagy
DR-935;Visszatérés és Bocsánat;William Thomas
DR-936;Út és Gyász;Isabella White
DR-937;Fájdalom és Remény;Judit Tóth
DR-938;Visszhang és Titkok;Olivia Miller
DR-939;Igazság és Búcsú;András Thompson
DR-940;Könnyek és Bűn;Joseph Williams
DR-941;Idegen és Út;Ava Németh
DR-942;Könnyek és Szenvedély;Thomas Martinez
DR-943;Otthon és Visszhang;Ava Thomas
DR-944;Idegen és Találkozás;Zsuzsanna Kovács
DR-945;Út és Veszteség;András Szabó
DR-946;Emlékezet és Áldozat;János Williams
DR-947;Út és Emlékezet;Péter Brown
DR-948;Otthon és Szavak;Amelia White
DR-949;Út és Búcsú;Gábor Thompson
DR-950;Titkok és Visszatérés;Thomas Davis
DR-951;Fájdalom és Áldozat;László Smith
DR-952;Idegen és Találkozás;Isabella Garcia
DR-953;Hazugság és Emlékezet;András Anderson
DR-954;Hazugság és Visszatérés;Olivia Miller
DR-955;Idegen és Könnyek;Ágnes Kovács
DR-956;Szavak és Gyász;James Tóth
DR-957;Emlékezet és Visszatérés;Sophia Smith
DR-958;Könnyek és Ígéret;Isabella Smith
DR-959;Veszteség és Árulás;Zsuzsanna White
DR-960;Visszatérés és Hallgatás;Gábor Németh
DR-961;Szenvedély és Választás;Richard Molnár
DR-962;Otthon és Búcsú;Ava Rodriguez
DR-963;Szerelem és Idegen;William Rodriguez
DR-964;Bűn és Család;Richard Martinez
DR-965;Bocsánat és Hallgatás;Michael Jones
DR-966;Hazugság és Otthon;Robert Horváth
DR-967;Hazugság és Áldozat;Amelia Harris
DR-968;Szenvedély és Remény;János Németh
DR-969;Árulás és Szenvedély;Eszter Kovács
DR-970;Fájdalom és Búcsú;Michael Williams
DR-971;Búcsú és Igazság;Emma Horváth
DR-972;Gyász és Emlékezet;Robert Harris
DR-973;Ígéret és Család;Katalin Johnson
DR-974;Titkok és Hallgatás;Olivia Taylor
DR-975;Remény és Igazság;János Horváth
DR-976;Hallgatás és Család;Zsuzsanna Garcia
DR-977;Igazság és Titkok;Richard Kiss
DR-978;Emlékezet és Hallgatás;László Rodriguez
DR-979;Család és Veszteség;James Rodriguez
DR-980;Hallgatás és Visszhang;Charlotte Davis
DR-981;Áldozat és Árulás;Judit Kiss
DR-982;Bűn és Remény;Ágnes Thomas
DR-983;Veszteség és Bocsánat;András Anderson
DR-984;Veszteség és Igazság;William Moore
DR-985;Remény és Veszteség;David Farkas
DR-986;Szavak és Család;Isabella Thompson
DR-987;Búcsú és Találkozás;David Martinez
DR-988;Árulás és Idegen;Katalin Németh
DR-989;Fájdalom és Árulás;David Rodriguez
DR-990;Gyász és Ígéret;Zsuzsanna Rodriguez
DR-991;Otthon és Szenvedély;Joseph Kovács
DR-992;Család és Találkozás;Anna Rodriguez
DR-993;Hazugság és Választás;Thomas Taylor
DR-994;Titkok és Találkozás;Katalin Farkas
DR-995;Találkozás és Találkozás;Gábor Nagy
DR-996;Visszatérés és Igazság;Joseph Martin
DR-997;Fájdalom és Veszteség;William Kovács
DR-998;Szenvedély és Emlékezet;András Anderson
DR-999;Bocsánat és Igazság;Mária Rodriguez
DR-1000;Bocsánat és Idegen;Thomas Moore
HS-001;A Oszmán Bukás;Gábor Harris
HS-002;A Barokk Változás;James Martinez
HS-003;A Viking Bukás;Gábor Varga
HS-004;A Reneszánsz Hadjárat;Joseph Smith
HS-005;A Napóleoni Kultúra;Péter Taylor
HS-006;A Hidegháborús Béke;László Kovács
HS-007;A Hidegháborús Hódítás;Judit Thomas
HS-008;A Aufklärung Csata;Joseph Kovács
HS-009;A Reneszánsz Forradalom;Sophia Moore
HS-010;A Középkori Háború;Robert Szabó
HS-011;A Világháború Krónikák;Thomas White
HS-012;A Ipari Korszak;Judit Martinez
HS-013;A Bizánci Kultúra;William Farkas
HS-014;A Viktoriánus Bukás;Mihály Davis
HS-015;A Reneszánsz Hadjárat;Ágnes Johnson
HS-016;A Hidegháborús Kultúra;Zsuzsanna Smith
HS-017;A Világháború Krónikák;William Martinez
HS-018;A Napóleoni Hadjárat;Sophia Taylor
HS-019;A Római Felemelkedés;János Johnson
HS-020;A Barokk Birodalom;János Kiss
HS-021;A Habsburg Változás;Eszter Molnár
HS-022;A Habsburg Forradalom;Amelia Garcia
HS-023;A Napóleoni Béke;Emma Martinez
HS-024;A Habsburg Kultúra;Michael Jackson
HS-025;A Antik Bukás;James Horváth
HS-026;A Viking Kultúra;Katalin Martinez
HS-027;A Oszmán Bukás;Mária Jackson
HS-028;A Reneszánsz Bukás;Robert Varga
HS-029;A Oszmán Hódítás;Péter Horváth
HS-030;A Viking Krónikák;Amelia Smith
HS-031;A Napóleoni Forradalom;Olivia Nagy
HS-032;A Napóleoni Béke;Mihály White
HS-033;A Világháború Bukás;Katalin Nagy
HS-034;A Viktoriánus Hadjárat;Sophia Taylor
HS-035;A Bizánci Változás;Olivia Garcia
HS-036;A Középkori Kultúra;Éva Rodriguez
HS-037;A Viktoriánus Krónikák;Eszter Brown
HS-038;A Reneszánsz Béke;Emma Rodriguez
HS-039;A Habsburg Háború;Ava Tóth
HS-040;A Viktoriánus Forradalom;László Johnson
HS-041;A Viking Krónikák;David Kovács
HS-042;A Római Történetek;Thomas Miller
HS-043;A Napóleoni Kultúra;Anna Szabó
HS-044;A Feudális Felemelkedés;Joseph Lee
HS-045;A Habsburg Hadjárat;Emma Szabó
HS-046;A Feudális Krónikák;Katalin Harris
HS-047;A Barokk Változás;Thomas Brown
HS-048;A Antik Kultúra;Gábor Szabó
HS-049;A Bizánci Felemelkedés;András Thomas
HS-050;A Viking Dinasztia;Emma Johnson
HS-051;A Ipari Csata;Isabella Lee
HS-052;A Hidegháborús Bukás;János Harris
HS-053;A Aufklärung Krónikák;Anna Lee
HS-054;A Feudális Változás;Mihály Thompson
HS-055;A Viktoriánus Korszak;István Szabó
HS-056;A Reneszánsz Hadjárat;James Davis
HS-057;A Viking Korszak;Thomas Davis
HS-058;A Barokk Történetek;Eszter Brown
HS-059;A Reneszánsz Dinasztia;Mihály White
HS-060;A Reneszánsz Bukás;Michael Miller
HS-061;A Hidegháborús Dinasztia;Katalin Molnár
HS-062;A Antik Birodalom;Péter Jones
HS-063;A Középkori Krónikák;Péter Smith
HS-064;A Viking Korszak;Péter Anderson
HS-065;A Világháború Birodalom;Anna Jones
HS-066;A Viking Változás;Robert Kovács
HS-067;A Aufklärung Történetek;Anna Thompson
HS-068;A Ipari Dinasztia;Thomas Brown
HS-069;A Hidegháborús Háború;István Jones
HS-070;A Barokk Csata;Mária Martin
HS-071;A Bizánci Hadjárat;Anna Kovács
HS-072;A Középkori Korszak;James Johnson
HS-073;A Középkori Korszak;Judit Johnson
HS-074;A Hidegháborús Béke;Richard Martinez
HS-075;A Aufklärung Háború;Amelia Miller
HS-076;A Barokk Dinasztia;James Nagy
HS-077;A Barokk Birodalom;James Martin
HS-078;A Napóleoni Felemelkedés;András Miller
HS-079;A Napóleoni Dinasztia;Katalin Brown
HS-080;A Világháború Birodalom;Anna Farkas
HS-081;A Reneszánsz Dinasztia;Eszter Anderson
HS-082;A Bizánci Háború;Joseph Smith
HS-083;A Aufklärung Korszak;András Martin
HS-084;A Római Forradalom;László Taylor
HS-085;A Viking Változás;Judit Lee
HS-086;A Viktoriánus Hódítás;László Smith
HS-087;A Hidegháborús Bukás;Amelia Garcia
HS-088;A Középkori Háború;Péter Martinez
HS-089;A Viktoriánus Bukás;László Varga
HS-090;A Római Felemelkedés;Richard Rodriguez
HS-091;A Bizánci Felemelkedés;Michael Jackson
HS-092;A Bizánci Kultúra;Péter Miller
HS-093;A Ipari Csata;Éva Garcia
HS-094;A Középkori Béke;Isabella Horváth
HS-095;A Ipari Béke;Anna Williams
HS-096;A Feudális Történetek;Péter Williams
HS-097;A Napóleoni Birodalom;János Kiss
HS-098;A Római Felemelkedés;Robert Lee
HS-099;A Reneszánsz Béke;David Davis
HS-100;A Antik Krónikák;Richard Harris
HS-101;A Barokk Történetek;István Horváth
HS-102;A Feudális Bukás;Amelia Szabó
HS-103;A Barokk Felemelkedés;István Tóth
HS-104;A Hidegháborús Bukás;János Martin
HS-105;A Feudális Hadjárat;Mihály White
HS-106;A Ipari Hadjárat;András Szabó
HS-107;A Antik Hódítás;Amelia Harris
HS-108;A Viking Bukás;Emma Tóth
HS-109;A Napóleoni Dinasztia;Mária Garcia
HS-110;A Antik Krónikák;Eszter Németh
HS-111;A Hidegháborús Hódítás;László Kiss
HS-112;A Bizánci Hódítás;János Rodriguez
HS-113;A Oszmán Civilizáció;Robert Harris
HS-114;A Aufklärung Birodalom;Gábor Martinez
HS-115;A Aufklärung Hódítás;András Kiss
HS-116;A Ipari Béke;William Rodriguez
HS-117;A Viktoriánus Háború;Joseph Thomas
HS-118;A Viktoriánus Felemelkedés;Joseph Rodriguez
HS-119;A Bizánci Csata;Michael Jackson
HS-120;A Bizánci Korszak;András Moore
HS-121;A Viking Hódítás;Gábor Martin
HS-122;A Aufklärung Történetek;Katalin Martinez
HS-123;A Aufklärung Korszak;Ava Harris
HS-124;A Napóleoni Változás;Ágnes Farkas
HS-125;A Római Változás;Emma Brown
HS-126;A Hidegháborús Birodalom;István Varga
HS-127;A Reneszánsz Változás;William Molnár
HS-128;A Középkori Csata;Ágnes Moore
HS-129;A Római Felemelkedés;László Farkas
HS-130;A Barokk Birodalom;Gábor Molnár
HS-131;A Barokk Történetek;János Taylor
HS-132;A Antik Csata;Sophia Thompson
HS-133;A Habsburg Változás;András Davis
HS-134;A Ipari Korszak;Joseph Kovács
HS-135;A Aufklärung Civilizáció;Gábor Miller
HS-136;A Világháború Háború;Olivia Jones
HS-137;A Oszmán Hódítás;János Jones
HS-138;A Viking Hadjárat;János White
HS-139;A Viktoriánus Hadjárat;Péter Szabó
HS-140;A Hidegháborús Krónikák;Eszter Jones
HS-141;A Középkori Változás;Gábor Martin
HS-142;A Napóleoni Bukás;János Rodriguez
HS-143;A Feudális Történetek;Éva Thomas
HS-144;A Ipari Hódítás;Éva Kiss
HS-145;A Oszmán Bukás;Joseph Németh
HS-146;A Feudális Hadjárat;István Farkas
HS-147;A Napóleoni Kultúra;Gábor Nagy
HS-148;A Barokk Felemelkedés;Péter Németh
HS-149;A Ipari Csata;Joseph Harris
HS-150;A Hidegháborús Birodalom;Anna Martin
HS-151;A Barokk Hadjárat;Thomas Taylor
HS-152;A Feudális Bukás;Zsuzsanna Williams
HS-153;A Napóleoni Forradalom;Thomas Németh
HS-154;A Napóleoni Bukás;Anna Brown
HS-155;A Oszmán Béke;Éva Brown
HS-156;A Római Hódítás;Robert Rodriguez
HS-157;A Napóleoni Korszak;János Anderson
HS-158;A Oszmán Béke;Ágnes Jackson
HS-159;A Antik Csata;Olivia Kovács
HS-160;A Reneszánsz Béke;Anna Nagy
HS-161;A Bizánci Bukás;Robert Lee
HS-162;A Aufklärung Dinasztia;Richard Tóth
HS-163;A Bizánci Csata;Joseph Németh
HS-164;A Hidegháborús Hadjárat;David Kovács
HS-165;A Feudális Krónikák;Thomas Kovács
HS-166;A Barokk Kultúra;Sophia Nagy
HS-167;A Ipari Korszak;Olivia Tóth
HS-168;A Oszmán Hadjárat;Anna Lee
HS-169;A Barokk Hadjárat;László Johnson
HS-170;A Napóleoni Hadjárat;Michael Kiss
HS-171;A Napóleoni Háború;Olivia Kovács
HS-172;A Oszmán Bukás;Péter Varga
HS-173;A Antik Forradalom;Amelia Kovács
HS-174;A Aufklärung Változás;Richard Smith
HS-175;A Barokk Korszak;Katalin Williams
HS-176;A Római Béke;Anna Jackson
HS-177;A Napóleoni Felemelkedés;William Kovács
HS-178;A Ipari Hadjárat;Thomas White
HS-179;A Napóleoni Béke;Olivia Williams
HS-180;A Római Dinasztia;István White
HS-181;A Feudális Krónikák;David Harris
HS-182;A Antik Bukás;Amelia Moore
HS-183;A Reneszánsz Csata;István Garcia
HS-184;A Antik Háború;János Szabó
HS-185;A Habsburg Hadjárat;Amelia Brown
HS-186;A Római Dinasztia;Thomas Thompson
HS-187;A Reneszánsz Hadjárat;Richard Varga
HS-188;A Aufklärung Civilizáció;Emma Kovács
HS-189;A Világháború Béke;Joseph Davis
HS-190;A Barokk Változás;Richard Thomas
HS-191;A Bizánci Civilizáció;David Lee
HS-192;A Habsburg Kultúra;Richard Kovács
HS-193;A Feudális Birodalom;Thomas Szabó
HS-194;A Reneszánsz Dinasztia;Éva Kovács
HS-195;A Bizánci Hadjárat;William Tóth
HS-196;A Oszmán Civilizáció;László Varga
HS-197;A Viktoriánus Hadjárat;Emma Jackson
HS-198;A Középkori Kultúra;Charlotte Szabó
HS-199;A Antik Változás;Charlotte Martin
HS-200;A Bizánci Civilizáció;Ágnes Thompson
HS-201;A Feudális Civilizáció;Charlotte White
HS-202;A Római Birodalom;William Kiss
HS-203;A Oszmán Bukás;Joseph Moore
HS-204;A Középkori Hódítás;Judit Johnson
HS-205;A Feudális Forradalom;Mária Taylor
HS-206;A Reneszánsz Krónikák;Michael Tóth
HS-207;A Napóleoni Forradalom;András Garcia
HS-208;A Ipari Birodalom;Richard Jackson
HS-209;A Hidegháborús Hadjárat;Mihály Williams
HS-210;A Antik Változás;Eszter Brown
HS-211;A Reneszánsz Háború;Anna Anderson
HS-212;A Világháború Történetek;Anna Williams
HS-213;A Bizánci Hadjárat;David Williams
HS-214;A Aufklärung Csata;László White
HS-215;A Barokk Birodalom;Éva Molnár
HS-216;A Ipari Korszak;Charlotte Németh
HS-217;A Világháború Felemelkedés;Anna Jackson
HS-218;A Antik Történetek;William Nagy
HS-219;A Viktoriánus Civilizáció;Mária Szabó
HS-220;A Római Történetek;Eszter Brown
HS-221;A Feudális Háború;William Molnár
HS-222;A Középkori Dinasztia;Thomas Moore
HS-223;A Viking Csata;Amelia Brown
HS-224;A Viktoriánus Birodalom;János Anderson
HS-225;A Ipari Forradalom;William Molnár
